98 0.0432969924374168
0 0.243773143272847
0 0.258398776408285
26 0.486934185213599
0 0.565154223004356
29 0.735493973683285
0 0.884668353246525
0 0.884878324577585
0 0.896160171134397
0 0.911708961473778
0 0.963362373877317
0 1.17712587187998
18 1.19180431036627
38 1.31642862782477
0 1.33594116894528
31 1.35740464427082
0 1.45688859187067
0 1.47355328244157
0 1.50997827295214
0 1.51697981683537
36 1.52702721752286
0 1.62456878134981
0 1.62607270572335
0 1.83120355871506
8 1.92368577077054
0 1.98885794030502
0 1.99478328530677
11 2.17368735802685
0 2.22722206939943
0 2.34396114991978
0 2.39236916531809
0 2.47141519375145
0 2.49953204765916
0 2.60943526402116
54 2.68440105751958
0 2.68613865226507
31 2.71867005547798
0 2.72373111383058
0 2.9912578954827
0 3.00478655891493
0 3.18948711454868
0 3.27260151668452
49 3.46050014259271
0 3.48419200978242
0 3.49107784079388
0 3.50184898613952
0 3.54309936799109
0 3.57764912908897
0 3.8649397699628
0 4.09836995857768
0 4.16027131583542
0 4.193480320042
0 4.23242989834398
31 4.26002236020695
0 4.32961520459503
105 4.36801207251847
0 4.48114192020148
0 4.48517588479444
0 4.57734115282074
0 4.6048269008752
0 4.72173586324789
0 4.73795185540803
59 4.7601562861448
0 4.8454232790973
0 5.20634555956349
0 5.33122534258291
0 5.4849652054254
47 5.50781382380392
0 5.54948716564104
0 5.61901502986439
0 5.62670304416679
0 5.64243169291876
0 5.87008595489897
0 6.08831115881912
0 6.14512258348987
118 6.25910357852748
0 6.37374169752002
2 6.43927177479741
0 6.44341931375675
0 6.5219241741579
0 6.5472989671398
0 6.69129422190599
0 6.79694809718058
0 6.82598335156217
0 7.12035728269257
0 7.20256894710474
98 7.29858322974398
97 7.47916119317165
3 7.50572832667521
0 7.62663600873202
0 7.67492851265706
0 7.86885315040126
0 7.87708651530556
0 7.90822848374955
0 8.02933146618307
0 8.19715556921437
0 8.25673641753383
0 8.26279399520718
0 8.28174961567856
0 8.31019488326274
0 8.540930156596
0 8.69319020211697
0 9.04722783970647
0 9.15177967096679
0 9.15247015329078
0 9.26985566946678
0 9.29576659435406
0 9.4258769263979
0 9.50813765404746
0 9.53970314841717
0 9.55577758606523
0 9.60730133438483
0 9.67478363914415
0 9.75095652695745
0 9.75928955385461
0 9.92313788249157
0 9.94860878586769
85 9.99385380460714
0 10.0601067335811
0 10.0606467176694
0 10.239438242279
46 10.3389443345484
0 10.3588093626313
0 10.3668020961341
0 10.4032429286744
0 10.4260720831808
45 10.6891992445199
0 10.7540978323668
0 10.7761655943468
0 10.8113741704728
0 10.8684495578054
0 10.8802353986539
0 10.884894868359
0 10.8880817485042
0 10.9154896219261
0 10.9638942175079
0 11.0654492704198
0 11.0819346846547
0 11.2125344129745
94 11.4952746635874
0 11.6588102951646
0 11.6957135389093
0 11.7385344356298
0 11.8995155685116
0 11.9552650400437
0 11.9693709055427
0 12.0038529280573
0 12.0662323033903
0 12.0934128363151
0 12.223096372094
18 12.2380036226218
0 12.3175236734096
0 12.497642936185
35 12.5226890208177
0 12.5835114819929
0 12.6168728335761
0 12.6757640813012
0 12.6869647935964
0 12.7151566357352
0 12.7750022450928
93 12.8133384115712
0 13.0344312428497
0 13.357868853258
0 13.5142108250875
0 13.735212915577
